source_term,target_term,suggested_type,reason
蒐集,Collection,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
處理,Processing,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
處置,Dispose,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
處長,Director,lexical_required,一般職稱、角色或人員稱謂，可依上下文調整單複數與冠詞
螢檢設備保養(日點檢)記錄表,Fluorescent inspection equipment maintenance daily checklist,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
螺紋栓規校正作業辦法,Thread gage calibrate instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
螺紋環栓規使用作業辦法,Thread gauge usage instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
螺絲黏著劑塗抹及鎖合製程規範,Screw adhesive smearing and locking process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
蟲害防治區域之防治措施暨權責表,Division duty and strategy of pest prevention and control area list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
蟲害防治檢查記錄表,Pest prevention and control check record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
蟲害防治物品擺放位置表,Pest control item placement form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
蠟串清洗機操作及保養辦法,Wax string washing machine operate and maintain instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
蠟胚整修製程規範,Wax patterns repair process specification,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
行動計劃表,Action plan form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
行政管理單位,Administration Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
行政管理部,Administration Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
行政組,Administrative Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
行銷素材產出,Creation of Marketing Materials,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
行銷輔助品與贈品,Give-away,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
衛生福利部食品藥物管理署,Taiwan Food and Drug Administration,strict_required,公司、主管機關、國家地區或資料庫正式名稱，應固定使用指定譯名
表單操作說明,Form Operation Instructions,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
表格、文件一覽表,Tables and documents list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
表面3D輪廓量測儀維護保養及校正作業辦法,Maintenance and calibration for 3D optical profilometer work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
表面粗度儀保養(點檢)記錄表,Surface roughness tester maintenance checklist,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
表面粗度儀校正作業辦法,Surface roughness tester calibrate instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
表面粗度儀量測作業辦法,Surface roughness tester measure instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
表面處理,surface treatment,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
表面輪廓,Surface profile,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
裝載格局,Loading pattern,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
製程,process,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
製程作業標準書SOP作業辦法,Standard operation procedure work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程再確效,process re-validation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
製程報廢品處理,Dispose the process-scrapped items,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
製程失效模式與效應分析作業辦法,Process failure mode and effect analysis work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程失效模式與效應分析表,Process failure mode and effects analysis worksheet,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程失效風險分析,Process failure risk analysis,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
製程巡迴檢驗,In-process inspection,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
製程挑戰產品,"Process challenge device, PCD",strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
製程改善案,Process improvement project,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
製程改善組,Process Improvement Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
製程文書組,Process Document Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
製程查證,Process verification,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
製程檢驗管制,Process inspection control,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
製程檢驗管制程序,In-process inspection procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程測試計畫書&報告書,Process test protocol & report,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程準備,Process preparation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
製程異常通知單,In-process non-conformity notice form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程確效,Process validation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
製程確效主計畫,Validation Master Plan,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
製程確效之內容,Contents of process validation,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
製程移轉,Process transfer,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
製程移轉報告一覽表,Process transfer items list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程稽核,In-process audit,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
製程管制,Process control,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
製程管制作業程序,Production control procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程系統稽核記錄表,In-process system auditing record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程組,Process Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
製程說明及作業說明,Process description and operation description,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程說明書,Process description form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程說明書草稿,Draft process description form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程變更管制,Process change control,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
製程變更管制記錄表,Process change control record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程開發/高雄製程開發單位,Process Development/ KS Process Development Division,strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
製程開發、器械開發與高雄製程開發部,"Process Development Division , Instrument Development Division and KS Process Development Division",strict_required,正式部門或組織單位名稱，應固定使用指定譯名
製程開發單位,Process Development Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
製程開發與高雄製程開發部,Process Development Division and KS Process Development Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
製程開發部,Process Development Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
製程開發部及器械開發部,Process Development Division and Instrument Development Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
製程驗證及量產放行管制程序,Process verification and mass production release procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製程驗證報告一覽表,Process verification items list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
製造,Manufacture,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
製造商,Manufacturer,lexical_required,一般職稱、角色或人員稱謂，可依上下文調整單複數與冠詞
製造流程管制記錄表,Manufacturing process control record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
複方清潔劑,Compound Cleaning Agents,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
視覺設計組,Graphic Design Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
觀察事項,Observation,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
角度規、分度尺校正作業辦法,Angle gauge and graduated scale calibrate instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
訂單審查管制程序,Order review and control procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
訂單採購,Purchase Order Procurement,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
訂單變更,Revise order,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
訂單通知,Order notice,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
訂製品,Custom-made products,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
訂製品訂單,Custom order,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
訂貨單,Purchase order,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
計時顯示器,timer,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
訓練,Training,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
訓練執行作業,Training participation,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
訓練成效評估作業,Training effectiveness evaluation,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
訓練方式,Training method,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
訓練記錄保存,Retain training records,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
訓練類型,Training type,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
記錄,Records,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
記錄保存,Retain records,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
記錄器修正值,recorder corrected value,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
記錄器校驗報告,controller calibration report,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
記錄與追蹤,Recording and tracking,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
訪客進出登記表,Guest access registration form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
設備工程師三、四級保養,Level 3~4 maintenance,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
設備技術組,Equipment Technique Group,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
設備確效,equipment validation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
設備確效作業辦法,Equipment validation work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
設備維護組,Equipment Maintenance Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
設備編號,equipment ID,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
設施/設備變更,Facility/ equipment change,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
設施/設備變更申請單,Facility/ equipment change application form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
設施確效作業辦法,Facilities validation work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
設計不當或設計不足,Improper or inadequate design,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
設計原理報告書,Design rationale report,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
設計品保組,Design Quality Assurance Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
設計單位,Design Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
設計審查,design review,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
設計審核記錄表,Design review record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
設計工程,Design Process,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
設計工程與審核,Design and Review,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
設計查證,Design Verification,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
設計查證與確效,Design Verification and Validation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
設計確效,Design Validation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
設計移轉,design transfer,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
設計移轉與審核,Design Transfer and Review,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
設計移轉通知單,Design transfer notice form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
設計管制程序,Design control procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
設計組,Design Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
設計與開發規劃,Design and Development Planning,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
設計變更,Design Change,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
設計變更管制程序,Design change control procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
設計輸入,Design Input,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
設計輸入與審核,Design Input and Review,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
設計輸出,Design Output,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
設計輸出與審核,Design Output and Review,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
設計開發階段,Design & development stage,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
許可證狀態維護,License Status Maintenance,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
評估方法如下,Methods as follow,reference_only,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
評估方法選擇,Choice of methods,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
評核結果與主管核准,Evaluation Result and Supervisor Approval,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
試驗主持人,Trial investigator,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
試驗偏離,Trial deviation,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
試驗共同主持人,Trial co-investigator,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
試驗協同主持人,Trial assistant investigator,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
試驗委託者,Trial sponsor,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
試驗機構,Trial institution,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
詹氏杯校正作業辦法,Zahn signature viscosity cup calibrate instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
認證,certification,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
認證單位,"Notified Body, NB",strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
課程執行,Course implementation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
課程類型,Course type,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
調撥通知單,Transfer notification form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
調查方式決定,Determine survey method,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
調適,Conditioning,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
請勿翻印,Don’t reprint,strict_required,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
請購作業,Requisition,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
講師,Trainer,lexical_required,一般職稱、角色或人員稱謂，可依上下文調整單複數與冠詞
講師評核,Trainer assessment,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
證書,certificate,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
警告,Warning,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
變更,Change,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
變更執行與確認,Change execution and confirmation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
變更核准,Change approval,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
變更權責單位,Change responsibility Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
變更申請單,Change request application form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
變更管制的原則,Principles of change control,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
變更管制程序,Change control procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
變更管制要求,Change control requirements,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
變更管制項目,Change control items,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
變更需求的確認,Confirmation of change requirement,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
財務組,Finance Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
財會部,Financial Accounting Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
資料來源,Data source,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
資料保存,Data retention,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
資料準備,Data preparation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
資材組,Supplies Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
資訊單位,Information Technology Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
資訊回饋分析作業程序,Information feedback analysis procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
資訊服務申請單,System requisition form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
資訊管理單位,Information management division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
資訊管理部,Information Technology Division,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
資訊系統管理程序,Information system management procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
購置驗收,Purchase acceptance,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
走心區加工作業及換線管理辦法,"Lathe, Swiss type, change line work instruction",strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
起始會議,Opening meeting,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
超音波音壓量測記錄表,Ultrasonic wave sound pressure measure record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
趨勢報告,Trend report,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
跨廠區重工資訊通知單,Cross-factory rework information notification form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
軌跡輪廓,Traced profile,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
軟體確效,software validation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
軟體開發組,Software Development Section,strict_required,正式部門或組織單位名稱，應固定使用指定譯名
載具,vehicle,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
載體,Carrier,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
輔導供應商,Tutoring supplier,lexical_required,一般職稱、角色或人員稱謂，可依上下文調整單複數與冠詞
輪廓儀保養(點檢)記錄表,Profile tester maintenance checklist,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
輪廓儀校正作業辦法,Profilometer calibrate instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
輸入醫療器材技術人員的職責,The responsibility of person responsible for technology of medical device importer,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
輻射滅菌品質協議書,Radiation sterilization quality agreement,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
輻射滅菌管制作業辦法,Radiation sterilization control work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
追溯,Traceability,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
通報,reporting,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
通報主管機關,Reporting to regulatory authorities,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
通報之主管機關,Competent authority for reporting,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
通報擬定/審核/發佈,Adversity report drafting/reviewing/issue,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
通報準備,Reporting Preparation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
通報表單一覽表,Reporting forms list,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
通報類別與資料來源,Report category and Information source,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
通用模組功能說明,Common module description,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
通知外部單位,Notifying the external organization,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
連續批次,consecutive batches,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
週邊設備,Peripheral device,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
進入管制區之管制,Control for accessing the control zone,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
進出口作業管理辦法,Import and export operation management instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
進口商,Importer,lexical_required,一般職稱、角色或人員稱謂，可依上下文調整單複數與冠詞
進料檢驗,Incoming inspection,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
進料檢驗管制程序,Incoming goods inspection procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
進料檢驗記錄表,In-coming inspection record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
運輸流程,Transportation Process,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
過殺法,Overkill approach,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
過濾器/過濾網,filter,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
過濾系統,filtering system,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
達成能力,capability,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
遠紅外線收縮包裝機操作及保養辦法,Far-infrared shrink packaging machine operate and maintain instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
遠距審查,Remote audit,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
適應症,indication,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
適用時機,Applicable opportunity,reference_only,屬描述性片語、章節語句或提示文字，翻譯可依上下文改寫，不宜因未精確出現而判定失敗
部份循環,Fractional cycle,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
部級單位,Divisions,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
部門組織功能管理程序,Organization management procedure,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
酸鹼測定計校驗作業辦法,PH-meter calibrate instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
醫材不良反應之通報,Adversity report,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
醫材不良反應通報,Adversity report,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
醫材主動通報,Proactive report,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
醫療器材,Medical Device,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
醫療器材不良反應,Adverse reaction of medical device,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
醫療器材內毒素含量測試報告,Medical device endotoxin content test report,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
醫療器材再評估,Medical device re-evaluation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
醫療器材單一識別碼,Medical device unique device identification,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
醫療器材單一識別系統,"Unique Device Identification, UDI",strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
醫療器材單一識別系統資訊管理平台,"Unique Device Identification Database, UDI Database",strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
醫療器材單一辨識系統,"Unique Device Identification, UDI",strict_required,專有名詞、縮寫、代碼或型號，應精確維持指定寫法
醫療器材市場緊急通告書,Urgent field safety notice,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
醫療器材建議性通告審查表,Medical device advisory notice form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
醫療器材成品,Finished device,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
醫療器材技術人員,Medical Devices Technician,lexical_required,一般職稱、角色或人員稱謂，可依上下文調整單複數與冠詞
醫療器材技術文件,"Device Master Record, DMR",strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
醫療器材族群,Medical Device Family,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
醫療器材檔案,Medical Device File,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
醫療器材歷史記錄,"Device History Record, DHR",strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
醫療器材缺失,Medical device deficiency,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
醫療器材設計檔案,"Design History File, DHF",strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
醫療器械唯一標識,Medical device Unique Device Identification,lexical_required,一般品質、法規或製程專業術語，可接受合理的單複數、詞性或語態變化
里氏硬度計日常查核記錄表,Leeb hardness tester daily check record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
里氏硬度計校正作業辦法,Leeb hardness tester calibrate instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
重加工處理,Rework process,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
重大變更,Significant changes,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
重工,Rework,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
重工作業聯絡單,Rework requirement application form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
重工換包裝/標籤檢驗查檢表,Rework package/labeling inspection record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
重工率,Rework rate,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
重工處理作業辦法,Rework work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
量測程式備份記錄表,Measuring program backup record form,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
量測程式管理作業辦法,Measuring program management instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
量測系統確效,measurement system validation,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
量測系統確效作業辦法,Measurement system validation work instruction,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
量產放行,Mass production release,lexical_required,一般英文詞彙或專業用語，可接受合理的單複數、詞性、冠詞或大小寫變化
量產放行報告,Mass production release report,strict_required,正式文件、程序或表單名稱，應完整維持指定譯名
量產放行審核,Mass production release review,lexical_required,一般動詞或作業用語，可依句型調整時態、語態或詞形
